"","NVC_Class","CDL_Class","CDLYear","State","FIPS","Mismatch_NCells","Mismatch_PctTile"
"338",7974,67,2017,"AL","13199",54,4.50114396183773e-05
"339",7974,68,2012,"AL","01049",3,2.49982501224914e-06
"340",7974,68,2012,"AL","01071",2,1.66816801788276e-06
"341",7974,68,2013,"AL","01071",1,8.33275004083048e-07
"342",7974,68,2013,"AL","13123",1,8.35706740476286e-07
"343",7974,68,2013,"AL","13295",1,8.30421322562215e-07
"344",7974,68,2014,"AL","01077",5,4.16637502041524e-06
"345",7974,68,2014,"AL","01089",3,2.49982501224914e-06
"346",7974,68,2014,"AL","13123",1,8.35706740476286e-07
"347",7974,68,2014,"AL","13129",9,7.49560257981984e-06
"348",7974,68,2014,"AL","13149",3,2.49268714047596e-06
"349",7974,68,2014,"AL","13213",5,4.16637502041524e-06
"350",7974,68,2015,"AL","01071",1,8.33275004083048e-07
"351",7974,69,2012,"AL","01117",2,1.66245511371193e-06
"352",7974,69,2014,"AL","01055",2,1.66084264512443e-06
"353",7974,70,2014,"AL","01049",21,1.74966329906178e-05
"354",7974,70,2014,"AL","01071",7,5.81580293945634e-06
"355",7974,70,2015,"AL","01089",1,8.34084008941381e-07
"356",7974,70,2016,"AL","01071",1,8.30421322562215e-07
"357",7974,74,2012,"AL","13199",1,8.32844731091093e-07
"358",7974,74,2013,"AL","01117",1,8.31939834111197e-07
"359",7974,74,2013,"AL","01121",2,1.66164887941818e-06
"360",7974,74,2013,"AL","13199",1,8.3355839409974e-07
"361",7974,74,2014,"AL","13149",1,8.30421322562215e-07
"362",7974,74,2014,"AL","13199",3,2.49853419327328e-06
"363",7974,74,2015,"AL","01007",1,8.3113290895687e-07
"364",7974,74,2015,"AL","01071",3,2.49982501224914e-06
"365",7974,74,2015,"AL","01083",1,8.33275004083048e-07
"366",7974,74,2015,"AL","01089",1,8.31227556855965e-07
"367",7974,74,2015,"AL","01121",1,8.30421322562215e-07
"368",7974,74,2015,"AL","13015",5,4.16536648535583e-06
"369",7974,74,2015,"AL","13213",1,8.35706740476286e-07
"370",7974,74,2017,"AL","13199",2,1.66711678819948e-06
"371",7974,111,2012,"AL","01007",1,8.3113290895687e-07
"372",7974,111,2012,"AL","01009",10,8.31726150934627e-06
"373",7974,111,2012,"AL","01015",44,3.65591741981825e-05
"374",7974,111,2012,"AL","01017",17,1.41292594522668e-05
"375",7974,111,2012,"AL","01019",294,0.000244343824610189
"376",7974,111,2012,"AL","01021",1,8.3113290895687e-07
"377",7974,111,2012,"AL","01027",1,8.30421322562215e-07
"378",7974,111,2012,"AL","01029",2,1.66226581791374e-06
"379",7974,111,2012,"AL","01033",48,3.98747639341596e-05
"380",7974,111,2012,"AL","01037",3,2.49339872687061e-06
"381",7974,111,2012,"AL","01043",27,2.24386444601709e-05
"382",7974,111,2012,"AL","01049",67,5.5671702515986e-05
"383",7974,111,2012,"AL","01055",111,9.22075543151742e-05
"384",7974,111,2012,"AL","01059",4,3.32382004943283e-06
"385",7974,111,2012,"AL","01071",818,0.0006812550563053
"386",7974,111,2012,"AL","01073",7,5.81508401711947e-06
"387",7974,111,2012,"AL","01077",97,8.06433270146189e-05
"388",7974,111,2012,"AL","01079",128,0.00010630104515191
"389",7974,111,2012,"AL","01081",8,6.65148875679783e-06
"390",7974,111,2012,"AL","01083",321,0.000266693660210908
"391",7974,111,2012,"AL","01089",208,0.000172958675244109
"392",7974,111,2012,"AL","01095",124,0.0001030660193399
"393",7974,111,2012,"AL","01103",186,0.000154466193446913
"394",7974,111,2012,"AL","01111",13,1.07954771933088e-05
"395",7974,111,2012,"AL","01115",10,8.30805648301387e-06
"396",7974,111,2012,"AL","01117",7,5.81849825009266e-06
"397",7974,111,2012,"AL","01121",81,6.73031137716396e-05
"398",7974,111,2012,"AL","01123",9,7.48019618061183e-06
"399",7974,111,2012,"AL","01125",4,3.32239687664352e-06
"400",7974,111,2012,"AL","01127",4,3.32239687664352e-06
"401",7974,111,2012,"AL","01133",1,8.30421322562215e-07
"402",7974,111,2012,"AL","13015",40,3.32938212156996e-05
"403",7974,111,2012,"AL","13045",2,1.66469130305661e-06
"404",7974,111,2012,"AL","13055",22,1.82714038555527e-05
"405",7974,111,2012,"AL","13077",3,2.50067518229922e-06
"406",7974,111,2012,"AL","13083",6,4.99965002449829e-06
"407",7974,111,2012,"AL","13115",129,0.000107215433669042
"408",7974,111,2012,"AL","13129",9,7.47907732097401e-06
"409",7974,111,2012,"AL","13143",7,5.81294925793551e-06
"410",7974,111,2012,"AL","13149",21,1.74555029102285e-05
"411",7974,111,2012,"AL","13199",11,9.16914233509714e-06
"412",7974,111,2012,"AL","13213",5,4.17367022959495e-06
"413",7974,111,2012,"AL","13233",6,4.9839511081626e-06
"414",7974,111,2012,"AL","13285",4,3.32453163582748e-06
"415",7974,111,2012,"AL","13295",35,2.90647462896775e-05
"416",7974,111,2012,"AL","47051",7,5.83777905773133e-06
"417",7974,111,2012,"AL","47055",41,3.41642751674049e-05
"418",7974,111,2012,"AL","47099",18,1.49989500734949e-05
"419",7974,111,2012,"AL","47103",7,5.83373403343967e-06
"420",7974,111,2012,"AL","47115",7,5.83292502858133e-06
"421",7974,111,2013,"AL","01007",2,1.66226581791374e-06
"422",7974,111,2013,"AL","01009",15,1.24688437589792e-05
"423",7974,111,2013,"AL","01015",14,1.16315912070283e-05
"424",7974,111,2013,"AL","01017",6,4.98537428095191e-06
"425",7974,111,2013,"AL","01019",79,6.56538071164355e-05
"426",7974,111,2013,"AL","01027",3,2.49268714047596e-06
"427",7974,111,2013,"AL","01029",3,2.49339872687061e-06
"428",7974,111,2013,"AL","01033",356,0.000295700269679486
"429",7974,111,2013,"AL","01043",27,2.24334726778889e-05
"430",7974,111,2013,"AL","01049",37,3.07548153285783e-05
"431",7974,111,2013,"AL","01055",46,3.82143241521497e-05
"432",7974,111,2013,"AL","01057",1,8.3113290895687e-07
"433",7974,111,2013,"AL","01059",20,1.66205234199534e-05
"434",7974,111,2013,"AL","01071",1120,0.000932636576281084
"435",7974,111,2013,"AL","01073",2,1.66236115667341e-06
"436",7974,111,2013,"AL","01077",102,8.47620416672995e-05
"437",7974,111,2013,"AL","01079",213,0.000176896108192829
"438",7974,111,2013,"AL","01081",2,1.66226581791374e-06
"439",7974,111,2013,"AL","01083",680,0.000564746426654244
"440",7974,111,2013,"AL","01089",221,0.000183784914015987
"441",7974,111,2013,"AL","01093",1,8.30421322562215e-07
"442",7974,111,2013,"AL","01095",34,2.82602709269577e-05
"443",7974,111,2013,"AL","01103",210,0.000174434019267323
"444",7974,111,2013,"AL","01111",4,3.32239687664352e-06
