"layer","Class","NCells","label","State","County"
1,6356,1228,NA,"AL","Lee County"
1,6357,798,NA,"AL","Lee County"
1,6414,472,NA,"AL","Lee County"
1,6415,1,NA,"AL","Lee County"
1,6506,145,NA,"AL","Lee County"
1,7191,43422,NA,"AL","Lee County"
1,7192,6566,NA,"AL","Lee County"
1,7193,47919,NA,"AL","Lee County"
1,7195,1796,NA,"AL","Lee County"
1,7196,214,NA,"AL","Lee County"
1,7197,838,NA,"AL","Lee County"
1,7198,266,NA,"AL","Lee County"
1,7199,45,NA,"AL","Lee County"
1,7200,434,NA,"AL","Lee County"
1,7292,33926,NA,"AL","Lee County"
1,7295,1590,NA,"AL","Lee County"
1,7296,61504,NA,"AL","Lee County"
1,7297,20833,NA,"AL","Lee County"
1,7298,8075,NA,"AL","Lee County"
1,7299,73267,NA,"AL","Lee County"
1,7905,1193,NA,"AL","Lee County"
1,7906,16185,NA,"AL","Lee County"
1,7907,9450,NA,"AL","Lee County"
1,7908,21199,NA,"AL","Lee County"
1,7909,10228,NA,"AL","Lee County"
1,7915,1292,NA,"AL","Lee County"
1,7916,7614,NA,"AL","Lee County"
1,7917,7118,NA,"AL","Lee County"
1,7918,9353,NA,"AL","Lee County"
1,7919,10844,NA,"AL","Lee County"
1,7930,22,NA,"AL","Lee County"
1,7931,60,NA,"AL","Lee County"
1,7932,758,NA,"AL","Lee County"
1,7933,12,NA,"AL","Lee County"
1,7934,128,NA,"AL","Lee County"
1,7935,6215,NA,"AL","Lee County"
1,7936,11626,NA,"AL","Lee County"
1,7937,246765,NA,"AL","Lee County"
1,7938,2854,NA,"AL","Lee County"
1,7939,31555,NA,"AL","Lee County"
1,7952,6,NA,"AL","Lee County"
1,7954,75,NA,"AL","Lee County"
1,7955,5,NA,"AL","Lee County"
1,7957,7123,NA,"AL","Lee County"
1,7958,5,NA,"AL","Lee County"
1,7959,42,NA,"AL","Lee County"
1,7970,3,NA,"AL","Lee County"
1,7974,1602,NA,"AL","Lee County"
1,7975,7,NA,"AL","Lee County"
1,7976,224,NA,"AL","Lee County"
1,7977,64302,NA,"AL","Lee County"
1,7978,12,NA,"AL","Lee County"
1,7990,19,NA,"AL","Lee County"
1,7994,17607,NA,"AL","Lee County"
1,7995,20,NA,"AL","Lee County"
1,7996,1080,NA,"AL","Lee County"
1,7997,36734,NA,"AL","Lee County"
1,7998,24,NA,"AL","Lee County"
1,9319,10,NA,"AL","Lee County"
1,9320,2527,NA,"AL","Lee County"
1,9321,246433,NA,"AL","Lee County"
1,9322,324154,NA,"AL","Lee County"
1,9323,1118,NA,"AL","Lee County"
1,9324,49,NA,"AL","Lee County"
1,9332,10,NA,"AL","Lee County"
1,9823,23160,NA,"AL","Lee County"
1,6028,665,NA,"AL","Limestone County"
1,6034,16574,NA,"AL","Limestone County"
1,6036,8842,NA,"AL","Limestone County"
1,6053,66379,NA,"AL","Limestone County"
1,6055,2256,NA,"AL","Limestone County"
1,6056,275873,NA,"AL","Limestone County"
1,6097,1,NA,"AL","Limestone County"
1,6098,1530,NA,"AL","Limestone County"
1,6099,1076,NA,"AL","Limestone County"
1,6103,117010,NA,"AL","Limestone County"
1,6196,1492,NA,"AL","Limestone County"
1,6199,89,NA,"AL","Limestone County"
1,6305,8001,NA,"AL","Limestone County"
1,6310,6,NA,"AL","Limestone County"
1,6356,2830,NA,"AL","Limestone County"
1,6357,1837,NA,"AL","Limestone County"
1,7191,2417,NA,"AL","Limestone County"
1,7192,614,NA,"AL","Limestone County"
1,7193,2698,NA,"AL","Limestone County"
1,7198,164,NA,"AL","Limestone County"
1,7199,5,NA,"AL","Limestone County"
1,7200,880,NA,"AL","Limestone County"
1,7292,114336,NA,"AL","Limestone County"
1,7295,63,NA,"AL","Limestone County"
1,7296,30479,NA,"AL","Limestone County"
1,7297,13122,NA,"AL","Limestone County"
1,7298,3599,NA,"AL","Limestone County"
1,7299,65697,NA,"AL","Limestone County"
1,7905,10641,NA,"AL","Limestone County"
1,7906,4071,NA,"AL","Limestone County"
1,7907,2556,NA,"AL","Limestone County"
1,7908,33943,NA,"AL","Limestone County"
1,7909,9871,NA,"AL","Limestone County"
1,7930,28198,NA,"AL","Limestone County"
1,7931,1734,NA,"AL","Limestone County"
1,7932,44961,NA,"AL","Limestone County"
1,7933,1135,NA,"AL","Limestone County"
1,7934,27698,NA,"AL","Limestone County"
1,7952,1827,NA,"AL","Limestone County"
1,7953,3,NA,"AL","Limestone County"
1,7954,271,NA,"AL","Limestone County"
1,7973,1,NA,"AL","Limestone County"
1,7974,379079,NA,"AL","Limestone County"
1,7975,156263,NA,"AL","Limestone County"
1,7976,621,NA,"AL","Limestone County"
1,7977,252753,NA,"AL","Limestone County"
1,7978,223,NA,"AL","Limestone County"
1,9312,17291,NA,"AL","Limestone County"
1,9314,29,NA,"AL","Limestone County"
1,9315,11322,NA,"AL","Limestone County"
1,9317,179,NA,"AL","Limestone County"
1,9318,4,NA,"AL","Limestone County"
1,9320,546,NA,"AL","Limestone County"
1,9321,13172,NA,"AL","Limestone County"
1,9322,1012,NA,"AL","Limestone County"
1,9323,343,NA,"AL","Limestone County"
1,9324,290,NA,"AL","Limestone County"
1,9817,4731,NA,"AL","Limestone County"
1,9823,6372,NA,"AL","Limestone County"
1,6006,497,NA,"AL","Lowndes County"
1,6012,7768,NA,"AL","Lowndes County"
1,6014,1548,NA,"AL","Lowndes County"
1,6015,14763,NA,"AL","Lowndes County"
1,6108,217,NA,"AL","Lowndes County"
1,6109,207,NA,"AL","Lowndes County"
1,6111,23065,NA,"AL","Lowndes County"
1,6112,51528,NA,"AL","Lowndes County"
1,6113,141274,NA,"AL","Lowndes County"
1,6186,760,NA,"AL","Lowndes County"
1,6222,36,NA,"AL","Lowndes County"
1,6414,2029,NA,"AL","Lowndes County"
1,6415,36,NA,"AL","Lowndes County"
1,6511,3,NA,"AL","Lowndes County"
1,6512,1,NA,"AL","Lowndes County"
1,6513,1965,NA,"AL","Lowndes County"
1,6586,3182,NA,"AL","Lowndes County"
1,7191,35943,NA,"AL","Lowndes County"
1,7192,7549,NA,"AL","Lowndes County"
1,7193,10375,NA,"AL","Lowndes County"
1,7195,588,NA,"AL","Lowndes County"
1,7196,15,NA,"AL","Lowndes County"
1,7197,10,NA,"AL","Lowndes County"
1,7198,1827,NA,"AL","Lowndes County"
1,7199,396,NA,"AL","Lowndes County"
1,7200,1046,NA,"AL","Lowndes County"
1,7292,31476,NA,"AL","Lowndes County"
1,7295,120,NA,"AL","Lowndes County"
1,7296,5167,NA,"AL","Lowndes County"
1,7297,1102,NA,"AL","Lowndes County"
1,7298,442,NA,"AL","Lowndes County"
1,7299,75163,NA,"AL","Lowndes County"
1,7915,2236,NA,"AL","Lowndes County"
1,7916,3482,NA,"AL","Lowndes County"
1,7917,6942,NA,"AL","Lowndes County"
1,7918,5490,NA,"AL","Lowndes County"
1,7919,5048,NA,"AL","Lowndes County"
1,7935,220,NA,"AL","Lowndes County"
1,7936,1928,NA,"AL","Lowndes County"
1,7937,47211,NA,"AL","Lowndes County"
1,7938,1226,NA,"AL","Lowndes County"
1,7939,13652,NA,"AL","Lowndes County"
1,7954,15,NA,"AL","Lowndes County"
1,7955,1,NA,"AL","Lowndes County"
1,7957,781,NA,"AL","Lowndes County"
1,7958,3,NA,"AL","Lowndes County"
1,7959,54,NA,"AL","Lowndes County"
1,7990,4652,NA,"AL","Lowndes County"
1,7993,6,NA,"AL","Lowndes County"
1,7994,51049,NA,"AL","Lowndes County"
1,7995,480,NA,"AL","Lowndes County"
1,7996,12514,NA,"AL","Lowndes County"
1,7997,280759,NA,"AL","Lowndes County"
1,7998,95,NA,"AL","Lowndes County"
1,9319,2665,NA,"AL","Lowndes County"
1,9320,746,NA,"AL","Lowndes County"
1,9321,586107,NA,"AL","Lowndes County"
1,9322,539842,NA,"AL","Lowndes County"
1,9323,5984,NA,"AL","Lowndes County"
1,9324,90,NA,"AL","Lowndes County"
1,9332,1,NA,"AL","Lowndes County"
1,9823,100772,NA,"AL","Lowndes County"
1,6006,747,NA,"AL","Macon County"
1,6012,1844,NA,"AL","Macon County"
1,6014,386,NA,"AL","Macon County"
1,6015,1534,NA,"AL","Macon County"
1,6034,503,NA,"AL","Macon County"
1,6054,784,NA,"AL","Macon County"
1,6055,45,NA,"AL","Macon County"
1,6056,3763,NA,"AL","Macon County"
1,6108,41,NA,"AL","Macon County"
1,6109,8,NA,"AL","Macon County"
1,6111,13772,NA,"AL","Macon County"
1,6112,11708,NA,"AL","Macon County"
1,6113,194561,NA,"AL","Macon County"
1,6186,12,NA,"AL","Macon County"
1,6222,16,NA,"AL","Macon County"
1,6356,5,NA,"AL","Macon County"
1,6357,60,NA,"AL","Macon County"
1,6414,1601,NA,"AL","Macon County"
1,6415,10,NA,"AL","Macon County"
1,6511,3,NA,"AL","Macon County"
1,6512,2,NA,"AL","Macon County"
1,6513,873,NA,"AL","Macon County"
1,6586,151,NA,"AL","Macon County"
1,7191,23465,NA,"AL","Macon County"
1,7192,8780,NA,"AL","Macon County"
1,7193,10115,NA,"AL","Macon County"
1,7195,2159,NA,"AL","Macon County"
1,7196,814,NA,"AL","Macon County"
1,7197,682,NA,"AL","Macon County"
1,7198,393,NA,"AL","Macon County"
1,7199,226,NA,"AL","Macon County"
1,7200,910,NA,"AL","Macon County"
1,7292,19744,NA,"AL","Macon County"
1,7295,419,NA,"AL","Macon County"
1,7296,8234,NA,"AL","Macon County"
1,7297,1812,NA,"AL","Macon County"
1,7298,531,NA,"AL","Macon County"
1,7299,71355,NA,"AL","Macon County"
1,7906,45,NA,"AL","Macon County"
1,7907,21,NA,"AL","Macon County"
1,7908,78,NA,"AL","Macon County"
1,7909,46,NA,"AL","Macon County"
1,7915,1431,NA,"AL","Macon County"
1,7916,7578,NA,"AL","Macon County"
1,7917,9009,NA,"AL","Macon County"
1,7918,4333,NA,"AL","Macon County"
1,7919,6749,NA,"AL","Macon County"
1,7932,24,NA,"AL","Macon County"
1,7934,6,NA,"AL","Macon County"
1,7935,147,NA,"AL","Macon County"
1,7936,5326,NA,"AL","Macon County"
1,7937,114781,NA,"AL","Macon County"
1,7938,1453,NA,"AL","Macon County"
1,7939,11182,NA,"AL","Macon County"
1,7954,8,NA,"AL","Macon County"
1,7957,949,NA,"AL","Macon County"
1,7959,11,NA,"AL","Macon County"
1,7972,3,NA,"AL","Macon County"
1,7974,16,NA,"AL","Macon County"
1,7976,1,NA,"AL","Macon County"
1,7977,499,NA,"AL","Macon County"
1,7990,365,NA,"AL","Macon County"
1,7992,7,NA,"AL","Macon County"
1,7993,2278,NA,"AL","Macon County"
1,7994,49657,NA,"AL","Macon County"
1,7995,125,NA,"AL","Macon County"
1,7996,28177,NA,"AL","Macon County"
1,7997,92740,NA,"AL","Macon County"
1,7998,47,NA,"AL","Macon County"
1,7999,4,NA,"AL","Macon County"
1,9319,1008,NA,"AL","Macon County"
1,9320,2667,NA,"AL","Macon County"
1,9321,516163,NA,"AL","Macon County"
1,9322,490845,NA,"AL","Macon County"
1,9323,2524,NA,"AL","Macon County"
1,9324,76,NA,"AL","Macon County"
1,9823,35463,NA,"AL","Macon County"
1,6028,174435,NA,"AL","Madison County"
1,6034,166339,NA,"AL","Madison County"
1,6036,1496,NA,"AL","Madison County"
1,6053,92498,NA,"AL","Madison County"
1,6055,6720,NA,"AL","Madison County"
1,6056,152515,NA,"AL","Madison County"
1,6098,843,NA,"AL","Madison County"
1,6099,1884,NA,"AL","Madison County"
1,6103,170839,NA,"AL","Madison County"
1,6196,1107,NA,"AL","Madison County"
1,6199,116,NA,"AL","Madison County"
1,6305,7349,NA,"AL","Madison County"
1,6310,21,NA,"AL","Madison County"
1,6356,7026,NA,"AL","Madison County"
1,6357,4160,NA,"AL","Madison County"
1,7191,3095,NA,"AL","Madison County"
1,7192,1065,NA,"AL","Madison County"
1,7193,3318,NA,"AL","Madison County"
1,7195,216,NA,"AL","Madison County"
1,7198,14,NA,"AL","Madison County"
1,7292,26719,NA,"AL","Madison County"
1,7295,986,NA,"AL","Madison County"
1,7296,148185,NA,"AL","Madison County"
1,7297,55919,NA,"AL","Madison County"
1,7298,19696,NA,"AL","Madison County"
1,7299,150061,NA,"AL","Madison County"
1,7905,34027,NA,"AL","Madison County"
1,7906,25073,NA,"AL","Madison County"
1,7907,16168,NA,"AL","Madison County"
1,7908,82405,NA,"AL","Madison County"
1,7909,30350,NA,"AL","Madison County"
1,7930,58299,NA,"AL","Madison County"
1,7931,3286,NA,"AL","Madison County"
1,7932,49522,NA,"AL","Madison County"
1,7933,603,NA,"AL","Madison County"
1,7934,32116,NA,"AL","Madison County"
1,7935,18077,NA,"AL","Madison County"
1,7936,3242,NA,"AL","Madison County"
1,7937,216,NA,"AL","Madison County"
1,7938,160,NA,"AL","Madison County"
1,7939,2433,NA,"AL","Madison County"
1,7952,10869,NA,"AL","Madison County"
1,7953,7,NA,"AL","Madison County"
1,7954,986,NA,"AL","Madison County"
1,7957,209,NA,"AL","Madison County"
1,7970,2,NA,"AL","Madison County"
1,7973,24,NA,"AL","Madison County"
1,7974,377562,NA,"AL","Madison County"
1,7975,95416,NA,"AL","Madison County"
1,7976,883,NA,"AL","Madison County"
1,7977,220669,NA,"AL","Madison County"
1,7978,170,NA,"AL","Madison County"
1,9312,8880,NA,"AL","Madison County"
1,9314,23,NA,"AL","Madison County"
1,9315,2601,NA,"AL","Madison County"
1,9317,14,NA,"AL","Madison County"
1,9318,20,NA,"AL","Madison County"
1,9320,1778,NA,"AL","Madison County"
1,9321,32372,NA,"AL","Madison County"
1,9322,15727,NA,"AL","Madison County"
1,9323,620,NA,"AL","Madison County"
1,9324,663,NA,"AL","Madison County"
1,9817,1565,NA,"AL","Madison County"
1,9823,18250,NA,"AL","Madison County"
1,6006,283,NA,"AL","Marengo County"
1,6012,7298,NA,"AL","Marengo County"
1,6014,3404,NA,"AL","Marengo County"
1,6015,7119,NA,"AL","Marengo County"
1,6108,1,NA,"AL","Marengo County"
1,6109,25,NA,"AL","Marengo County"
1,6110,70,NA,"AL","Marengo County"
1,6111,17710,NA,"AL","Marengo County"
1,6112,149919,NA,"AL","Marengo County"
1,6113,217339,NA,"AL","Marengo County"
1,6186,217,NA,"AL","Marengo County"
1,6222,67,NA,"AL","Marengo County"
1,6310,27,NA,"AL","Marengo County"
1,6414,2592,NA,"AL","Marengo County"
1,6415,75,NA,"AL","Marengo County"
1,6510,27,NA,"AL","Marengo County"
1,6511,10,NA,"AL","Marengo County"
1,6512,43,NA,"AL","Marengo County"
1,6513,1551,NA,"AL","Marengo County"
1,6514,139,NA,"AL","Marengo County"
1,6586,499,NA,"AL","Marengo County"
1,7191,86690,NA,"AL","Marengo County"
1,7192,24751,NA,"AL","Marengo County"
1,7193,31163,NA,"AL","Marengo County"
1,7195,1447,NA,"AL","Marengo County"
1,7196,253,NA,"AL","Marengo County"
1,7197,185,NA,"AL","Marengo County"
1,7198,1283,NA,"AL","Marengo County"
1,7199,509,NA,"AL","Marengo County"
1,7200,6883,NA,"AL","Marengo County"
1,7292,37508,NA,"AL","Marengo County"
1,7295,1292,NA,"AL","Marengo County"
1,7296,7780,NA,"AL","Marengo County"
1,7297,3019,NA,"AL","Marengo County"
1,7298,1068,NA,"AL","Marengo County"
1,7299,78982,NA,"AL","Marengo County"
1,7915,3713,NA,"AL","Marengo County"
1,7916,8759,NA,"AL","Marengo County"
1,7917,14207,NA,"AL","Marengo County"
1,7918,8250,NA,"AL","Marengo County"
1,7919,8326,NA,"AL","Marengo County"
1,7935,130,NA,"AL","Marengo County"
1,7936,2123,NA,"AL","Marengo County"
1,7937,69156,NA,"AL","Marengo County"
1,7938,1044,NA,"AL","Marengo County"
1,7939,6868,NA,"AL","Marengo County"
1,7957,1161,NA,"AL","Marengo County"
1,7958,1,NA,"AL","Marengo County"
1,7959,24,NA,"AL","Marengo County"
1,7990,4,NA,"AL","Marengo County"
1,7994,58558,NA,"AL","Marengo County"
1,7995,9,NA,"AL","Marengo County"
1,7996,9623,NA,"AL","Marengo County"
1,7997,311453,NA,"AL","Marengo County"
1,7998,20,NA,"AL","Marengo County"
1,7999,22,NA,"AL","Marengo County"
1,9319,11700,NA,"AL","Marengo County"
1,9320,286,NA,"AL","Marengo County"
1,9321,564135,NA,"AL","Marengo County"
1,9322,1002659,NA,"AL","Marengo County"
1,9323,4665,NA,"AL","Marengo County"
1,9324,14,NA,"AL","Marengo County"
1,9823,57664,NA,"AL","Marengo County"
1,6015,20636,NA,"AL","Marion County"
1,6028,128450,NA,"AL","Marion County"
1,6034,45002,NA,"AL","Marion County"
1,6053,10790,NA,"AL","Marion County"
1,6055,49760,NA,"AL","Marion County"
1,6056,346203,NA,"AL","Marion County"
1,6103,7606,NA,"AL","Marion County"
1,6110,705,NA,"AL","Marion County"
1,6113,45037,NA,"AL","Marion County"
1,6196,32,NA,"AL","Marion County"
1,6199,11,NA,"AL","Marion County"
1,6222,2,NA,"AL","Marion County"
1,6356,29817,NA,"AL","Marion County"
1,6357,31129,NA,"AL","Marion County"
1,6414,742,NA,"AL","Marion County"
1,6415,17,NA,"AL","Marion County"
1,6510,422,NA,"AL","Marion County"
1,6514,121,NA,"AL","Marion County"
1,7191,64140,NA,"AL","Marion County"
1,7192,7852,NA,"AL","Marion County"
1,7193,22850,NA,"AL","Marion County"
1,7195,293,NA,"AL","Marion County"
1,7196,2,NA,"AL","Marion County"
1,7197,66,NA,"AL","Marion County"
1,7198,2422,NA,"AL","Marion County"
1,7199,426,NA,"AL","Marion County"
1,7200,14989,NA,"AL","Marion County"
1,7292,12597,NA,"AL","Marion County"
1,7295,698,NA,"AL","Marion County"
1,7296,16779,NA,"AL","Marion County"
1,7297,6776,NA,"AL","Marion County"
1,7298,2352,NA,"AL","Marion County"
1,7299,99339,NA,"AL","Marion County"
1,7905,658,NA,"AL","Marion County"
1,7906,3294,NA,"AL","Marion County"
1,7907,2147,NA,"AL","Marion County"
1,7908,4879,NA,"AL","Marion County"
1,7909,1861,NA,"AL","Marion County"
1,7915,6779,NA,"AL","Marion County"
1,7916,4408,NA,"AL","Marion County"
1,7917,14294,NA,"AL","Marion County"
1,7918,9828,NA,"AL","Marion County"
1,7919,7195,NA,"AL","Marion County"
1,7930,1,NA,"AL","Marion County"
1,7931,1,NA,"AL","Marion County"
1,7932,85,NA,"AL","Marion County"
1,7933,6,NA,"AL","Marion County"
1,7934,26,NA,"AL","Marion County"
1,7935,6768,NA,"AL","Marion County"
1,7936,4046,NA,"AL","Marion County"
1,7937,67025,NA,"AL","Marion County"
1,7938,3151,NA,"AL","Marion County"
1,7939,24562,NA,"AL","Marion County"
1,7952,6,NA,"AL","Marion County"
1,7954,18,NA,"AL","Marion County"
1,7957,1494,NA,"AL","Marion County"
1,7958,2,NA,"AL","Marion County"
1,7959,10,NA,"AL","Marion County"
1,7974,8852,NA,"AL","Marion County"
1,7975,3267,NA,"AL","Marion County"
1,7976,26,NA,"AL","Marion County"
1,7977,31795,NA,"AL","Marion County"
1,7978,145,NA,"AL","Marion County"
1,7994,24804,NA,"AL","Marion County"
1,7995,573,NA,"AL","Marion County"
1,7996,590,NA,"AL","Marion County"
1,7997,106502,NA,"AL","Marion County"
1,7999,1,NA,"AL","Marion County"
1,9312,22,NA,"AL","Marion County"
1,9320,2924,NA,"AL","Marion County"
1,9321,175695,NA,"AL","Marion County"
1,9322,591476,NA,"AL","Marion County"
1,9323,3887,NA,"AL","Marion County"
1,9324,33,NA,"AL","Marion County"
1,9823,58102,NA,"AL","Marion County"
1,6028,365659,NA,"AL","Marshall County"
1,6034,226532,NA,"AL","Marshall County"
1,6053,51318,NA,"AL","Marshall County"
1,6055,51434,NA,"AL","Marshall County"
1,6056,21165,NA,"AL","Marshall County"
1,6099,58,NA,"AL","Marshall County"
1,6103,36369,NA,"AL","Marshall County"
1,6196,831,NA,"AL","Marshall County"
1,6199,86,NA,"AL","Marshall County"
1,6305,351,NA,"AL","Marshall County"
1,6356,21771,NA,"AL","Marshall County"
1,6357,34050,NA,"AL","Marshall County"
1,7191,5861,NA,"AL","Marshall County"
1,7192,1273,NA,"AL","Marshall County"
1,7193,7188,NA,"AL","Marshall County"
1,7195,2,NA,"AL","Marshall County"
1,7198,357,NA,"AL","Marshall County"
1,7199,31,NA,"AL","Marshall County"
1,7200,3507,NA,"AL","Marshall County"
1,7292,162849,NA,"AL","Marshall County"
1,7295,303,NA,"AL","Marshall County"
1,7296,36824,NA,"AL","Marshall County"
1,7297,13391,NA,"AL","Marshall County"
1,7298,6254,NA,"AL","Marshall County"
1,7299,79393,NA,"AL","Marshall County"
1,7905,6216,NA,"AL","Marshall County"
1,7906,6690,NA,"AL","Marshall County"
1,7907,13129,NA,"AL","Marshall County"
1,7908,43814,NA,"AL","Marshall County"
1,7909,7439,NA,"AL","Marshall County"
1,7930,8,NA,"AL","Marshall County"
1,7932,707,NA,"AL","Marshall County"
1,7933,55,NA,"AL","Marshall County"
1,7934,555,NA,"AL","Marshall County"
1,7935,33511,NA,"AL","Marshall County"
1,7936,19547,NA,"AL","Marshall County"
1,7937,5804,NA,"AL","Marshall County"
1,7938,2071,NA,"AL","Marshall County"
1,7939,31144,NA,"AL","Marshall County"
1,7952,101,NA,"AL","Marshall County"
1,7954,412,NA,"AL","Marshall County"
1,7957,4289,NA,"AL","Marshall County"
1,7958,3,NA,"AL","Marshall County"
1,7959,20,NA,"AL","Marshall County"
1,7970,5,NA,"AL","Marshall County"
1,7973,10,NA,"AL","Marshall County"
1,7974,76560,NA,"AL","Marshall County"
1,7975,2099,NA,"AL","Marshall County"
1,7976,15431,NA,"AL","Marshall County"
1,7977,360737,NA,"AL","Marshall County"
1,7978,316,NA,"AL","Marshall County"
1,9312,7,NA,"AL","Marshall County"
1,9315,101,NA,"AL","Marshall County"
1,9317,4,NA,"AL","Marshall County"
1,9318,12,NA,"AL","Marshall County"
1,9320,4004,NA,"AL","Marshall County"
1,9321,3940,NA,"AL","Marshall County"
1,9322,21248,NA,"AL","Marshall County"
1,9323,813,NA,"AL","Marshall County"
1,9324,580,NA,"AL","Marshall County"
1,9817,3808,NA,"AL","Marshall County"
1,9823,9825,NA,"AL","Marshall County"
1,6006,327910,NA,"AL","Mobile County"
1,6007,91697,NA,"AL","Mobile County"
1,6009,105296,NA,"AL","Mobile County"
1,6012,116018,NA,"AL","Mobile County"
1,6013,8,NA,"AL","Mobile County"
1,6014,42436,NA,"AL","Mobile County"
1,6108,2859,NA,"AL","Mobile County"
1,6109,7587,NA,"AL","Mobile County"
1,6110,1633,NA,"AL","Mobile County"
1,6111,79316,NA,"AL","Mobile County"
1,6112,183911,NA,"AL","Mobile County"
1,6113,105964,NA,"AL","Mobile County"
1,6195,1523,NA,"AL","Mobile County"
1,6220,25482,NA,"AL","Mobile County"
1,6222,15504,NA,"AL","Mobile County"
1,6224,121,NA,"AL","Mobile County"
1,6253,103,NA,"AL","Mobile County"
1,6254,29124,NA,"AL","Mobile County"
1,6255,114,NA,"AL","Mobile County"
1,6256,424,NA,"AL","Mobile County"
1,6414,4158,NA,"AL","Mobile County"
1,6415,211,NA,"AL","Mobile County"
1,6510,10,NA,"AL","Mobile County"
1,6511,93,NA,"AL","Mobile County"
1,6512,15,NA,"AL","Mobile County"
1,6513,1430,NA,"AL","Mobile County"
1,6514,337,NA,"AL","Mobile County"
1,6591,878,NA,"AL","Mobile County"
1,7191,67790,NA,"AL","Mobile County"
1,7192,13637,NA,"AL","Mobile County"
1,7193,11838,NA,"AL","Mobile County"
1,7195,3758,NA,"AL","Mobile County"
1,7196,365,NA,"AL","Mobile County"
1,7197,1064,NA,"AL","Mobile County"
1,7198,443,NA,"AL","Mobile County"
1,7199,66,NA,"AL","Mobile County"
1,7200,386,NA,"AL","Mobile County"
1,7292,105359,NA,"AL","Mobile County"
1,7295,3775,NA,"AL","Mobile County"
1,7296,104075,NA,"AL","Mobile County"
1,7297,55862,NA,"AL","Mobile County"
1,7298,20534,NA,"AL","Mobile County"
1,7299,173386,NA,"AL","Mobile County"
1,7915,1859,NA,"AL","Mobile County"
1,7916,74218,NA,"AL","Mobile County"
1,7917,35401,NA,"AL","Mobile County"
1,7918,54019,NA,"AL","Mobile County"
1,7919,64904,NA,"AL","Mobile County"
1,7935,42729,NA,"AL","Mobile County"
1,7936,112466,NA,"AL","Mobile County"
1,7937,153666,NA,"AL","Mobile County"
1,7938,16350,NA,"AL","Mobile County"
1,7939,83370,NA,"AL","Mobile County"
1,7954,46,NA,"AL","Mobile County"
1,7955,313,NA,"AL","Mobile County"
1,7956,7410,NA,"AL","Mobile County"
1,7957,37341,NA,"AL","Mobile County"
1,7958,40,NA,"AL","Mobile County"
1,7959,2981,NA,"AL","Mobile County"
1,7990,6545,NA,"AL","Mobile County"
1,7992,93,NA,"AL","Mobile County"
1,7993,1738,NA,"AL","Mobile County"
1,7994,88897,NA,"AL","Mobile County"
1,7995,1206,NA,"AL","Mobile County"
1,7996,74766,NA,"AL","Mobile County"
1,7997,135247,NA,"AL","Mobile County"
1,7998,8,NA,"AL","Mobile County"
1,9319,1536,NA,"AL","Mobile County"
1,9320,248,NA,"AL","Mobile County"
1,9321,140944,NA,"AL","Mobile County"
1,9322,668860,NA,"AL","Mobile County"
1,9323,12308,NA,"AL","Mobile County"
1,9324,158,NA,"AL","Mobile County"
1,9332,1407,NA,"AL","Mobile County"
1,9823,82313,NA,"AL","Mobile County"
1,6006,54753,NA,"AL","Monroe County"
1,6007,4,NA,"AL","Monroe County"
1,6012,50383,NA,"AL","Monroe County"
1,6014,51434,NA,"AL","Monroe County"
1,6108,920,NA,"AL","Monroe County"
1,6109,189,NA,"AL","Monroe County"
1,6110,4,NA,"AL","Monroe County"
1,6111,34467,NA,"AL","Monroe County"
1,6112,99252,NA,"AL","Monroe County"
1,6113,156523,NA,"AL","Monroe County"
1,6222,58,NA,"AL","Monroe County"
1,6414,1913,NA,"AL","Monroe County"
1,6415,53,NA,"AL","Monroe County"
1,6511,12,NA,"AL","Monroe County"
1,6512,30,NA,"AL","Monroe County"
1,6513,1181,NA,"AL","Monroe County"
1,7191,81042,NA,"AL","Monroe County"
1,7192,15477,NA,"AL","Monroe County"
1,7193,27485,NA,"AL","Monroe County"
1,7195,3901,NA,"AL","Monroe County"
1,7196,187,NA,"AL","Monroe County"
1,7197,152,NA,"AL","Monroe County"
1,7198,1708,NA,"AL","Monroe County"
1,7199,631,NA,"AL","Monroe County"
1,7200,3772,NA,"AL","Monroe County"
1,7292,29917,NA,"AL","Monroe County"
1,7295,646,NA,"AL","Monroe County"
1,7296,8080,NA,"AL","Monroe County"
1,7297,2713,NA,"AL","Monroe County"
1,7298,1360,NA,"AL","Monroe County"
1,7299,49494,NA,"AL","Monroe County"
1,7915,2622,NA,"AL","Monroe County"
1,7916,13033,NA,"AL","Monroe County"
1,7917,13300,NA,"AL","Monroe County"
1,7918,13103,NA,"AL","Monroe County"
1,7919,11472,NA,"AL","Monroe County"
1,7935,1587,NA,"AL","Monroe County"
1,7936,7594,NA,"AL","Monroe County"
1,7937,56050,NA,"AL","Monroe County"
1,7938,2065,NA,"AL","Monroe County"
1,7939,10583,NA,"AL","Monroe County"
1,7954,15,NA,"AL","Monroe County"
1,7955,20,NA,"AL","Monroe County"
1,7957,708,NA,"AL","Monroe County"
1,7958,1,NA,"AL","Monroe County"
1,7959,35,NA,"AL","Monroe County"
1,7990,1086,NA,"AL","Monroe County"
1,7992,1,NA,"AL","Monroe County"
1,7993,2,NA,"AL","Monroe County"
1,7994,155138,NA,"AL","Monroe County"
1,7995,9765,NA,"AL","Monroe County"
1,7996,1767,NA,"AL","Monroe County"
1,7997,91293,NA,"AL","Monroe County"
1,7998,226,NA,"AL","Monroe County"
