"layer","Class","NCells","label","State","County"
1,6222,24,NA,"AL","Crenshaw County"
1,6414,2883,NA,"AL","Crenshaw County"
1,6415,21,NA,"AL","Crenshaw County"
1,6511,4,NA,"AL","Crenshaw County"
1,6586,48,NA,"AL","Crenshaw County"
1,7191,62820,NA,"AL","Crenshaw County"
1,7192,11936,NA,"AL","Crenshaw County"
1,7193,19025,NA,"AL","Crenshaw County"
1,7195,2838,NA,"AL","Crenshaw County"
1,7196,207,NA,"AL","Crenshaw County"
1,7197,109,NA,"AL","Crenshaw County"
1,7198,1365,NA,"AL","Crenshaw County"
1,7199,306,NA,"AL","Crenshaw County"
1,7200,2427,NA,"AL","Crenshaw County"
1,7292,10670,NA,"AL","Crenshaw County"
1,7295,53,NA,"AL","Crenshaw County"
1,7296,3666,NA,"AL","Crenshaw County"
1,7297,816,NA,"AL","Crenshaw County"
1,7298,195,NA,"AL","Crenshaw County"
1,7299,58050,NA,"AL","Crenshaw County"
1,7915,1731,NA,"AL","Crenshaw County"
1,7916,6577,NA,"AL","Crenshaw County"
1,7917,7052,NA,"AL","Crenshaw County"
1,7918,7115,NA,"AL","Crenshaw County"
1,7919,6851,NA,"AL","Crenshaw County"
1,7935,55,NA,"AL","Crenshaw County"
1,7936,1309,NA,"AL","Crenshaw County"
1,7937,58030,NA,"AL","Crenshaw County"
1,7938,682,NA,"AL","Crenshaw County"
1,7939,9241,NA,"AL","Crenshaw County"
1,7957,475,NA,"AL","Crenshaw County"
1,7959,1,NA,"AL","Crenshaw County"
1,7990,364,NA,"AL","Crenshaw County"
1,7994,28672,NA,"AL","Crenshaw County"
1,7995,3074,NA,"AL","Crenshaw County"
1,7996,4330,NA,"AL","Crenshaw County"
1,7997,133725,NA,"AL","Crenshaw County"
1,7998,240,NA,"AL","Crenshaw County"
1,9319,389,NA,"AL","Crenshaw County"
1,9320,62,NA,"AL","Crenshaw County"
1,9321,399964,NA,"AL","Crenshaw County"
1,9322,700990,NA,"AL","Crenshaw County"
1,9323,3564,NA,"AL","Crenshaw County"
1,9324,13,NA,"AL","Crenshaw County"
1,9332,10,NA,"AL","Crenshaw County"
1,9823,52093,NA,"AL","Crenshaw County"
1,6028,534779,NA,"AL","Cullman County"
1,6034,222950,NA,"AL","Cullman County"
1,6053,45460,NA,"AL","Cullman County"
1,6055,89776,NA,"AL","Cullman County"
1,6056,7585,NA,"AL","Cullman County"
1,6103,17214,NA,"AL","Cullman County"
1,6196,247,NA,"AL","Cullman County"
1,6199,68,NA,"AL","Cullman County"
1,6356,45433,NA,"AL","Cullman County"
1,6357,42753,NA,"AL","Cullman County"
1,7191,13318,NA,"AL","Cullman County"
1,7192,4769,NA,"AL","Cullman County"
1,7193,25887,NA,"AL","Cullman County"
1,7195,124,NA,"AL","Cullman County"
1,7198,185,NA,"AL","Cullman County"
1,7199,16,NA,"AL","Cullman County"
1,7200,1737,NA,"AL","Cullman County"
1,7292,52683,NA,"AL","Cullman County"
1,7295,360,NA,"AL","Cullman County"
1,7296,31821,NA,"AL","Cullman County"
1,7297,13753,NA,"AL","Cullman County"
1,7298,5444,NA,"AL","Cullman County"
1,7299,97617,NA,"AL","Cullman County"
1,7905,4639,NA,"AL","Cullman County"
1,7906,9072,NA,"AL","Cullman County"
1,7907,13609,NA,"AL","Cullman County"
1,7908,44609,NA,"AL","Cullman County"
1,7909,8437,NA,"AL","Cullman County"
1,7935,26721,NA,"AL","Cullman County"
1,7936,13055,NA,"AL","Cullman County"
1,7937,8808,NA,"AL","Cullman County"
1,7938,1580,NA,"AL","Cullman County"
1,7939,45395,NA,"AL","Cullman County"
1,7954,221,NA,"AL","Cullman County"
1,7957,4310,NA,"AL","Cullman County"
1,7958,1,NA,"AL","Cullman County"
1,7959,12,NA,"AL","Cullman County"
1,7970,51,NA,"AL","Cullman County"
1,7973,28,NA,"AL","Cullman County"
1,7974,72718,NA,"AL","Cullman County"
1,7975,3356,NA,"AL","Cullman County"
1,7976,497,NA,"AL","Cullman County"
1,7977,501295,NA,"AL","Cullman County"
1,7978,13,NA,"AL","Cullman County"
1,9312,2,NA,"AL","Cullman County"
1,9320,2486,NA,"AL","Cullman County"
1,9321,2500,NA,"AL","Cullman County"
1,9322,130704,NA,"AL","Cullman County"
1,9323,773,NA,"AL","Cullman County"
1,9324,145,NA,"AL","Cullman County"
1,9823,19849,NA,"AL","Cullman County"
1,6006,13025,NA,"AL","Dale County"
1,6007,57,NA,"AL","Dale County"
1,6012,20592,NA,"AL","Dale County"
1,6014,45475,NA,"AL","Dale County"
1,6108,691,NA,"AL","Dale County"
1,6109,221,NA,"AL","Dale County"
1,6111,24917,NA,"AL","Dale County"
1,6112,9397,NA,"AL","Dale County"
1,6113,63699,NA,"AL","Dale County"
1,6222,20,NA,"AL","Dale County"
1,6414,1368,NA,"AL","Dale County"
1,6415,8,NA,"AL","Dale County"
1,6511,7,NA,"AL","Dale County"
1,6512,3,NA,"AL","Dale County"
1,6513,124,NA,"AL","Dale County"
1,7191,22833,NA,"AL","Dale County"
1,7192,3472,NA,"AL","Dale County"
1,7193,3022,NA,"AL","Dale County"
1,7195,1194,NA,"AL","Dale County"
1,7196,18,NA,"AL","Dale County"
1,7197,31,NA,"AL","Dale County"
1,7198,374,NA,"AL","Dale County"
1,7199,72,NA,"AL","Dale County"
1,7200,283,NA,"AL","Dale County"
1,7292,14971,NA,"AL","Dale County"
1,7295,74,NA,"AL","Dale County"
1,7296,18022,NA,"AL","Dale County"
1,7297,7918,NA,"AL","Dale County"
1,7298,3756,NA,"AL","Dale County"
1,7299,60508,NA,"AL","Dale County"
1,7915,1710,NA,"AL","Dale County"
1,7916,8614,NA,"AL","Dale County"
1,7917,7364,NA,"AL","Dale County"
1,7918,18557,NA,"AL","Dale County"
1,7919,15721,NA,"AL","Dale County"
1,7935,4675,NA,"AL","Dale County"
1,7936,15660,NA,"AL","Dale County"
1,7937,142731,NA,"AL","Dale County"
1,7938,6417,NA,"AL","Dale County"
1,7939,22690,NA,"AL","Dale County"
1,7954,2,NA,"AL","Dale County"
1,7955,39,NA,"AL","Dale County"
1,7957,2334,NA,"AL","Dale County"
1,7958,1,NA,"AL","Dale County"
1,7959,90,NA,"AL","Dale County"
1,7990,808,NA,"AL","Dale County"
1,7992,57,NA,"AL","Dale County"
1,7994,116100,NA,"AL","Dale County"
1,7995,4239,NA,"AL","Dale County"
1,7996,73802,NA,"AL","Dale County"
1,7997,81949,NA,"AL","Dale County"
1,7998,306,NA,"AL","Dale County"
1,9319,683,NA,"AL","Dale County"
1,9320,110,NA,"AL","Dale County"
1,9321,351941,NA,"AL","Dale County"
1,9322,372433,NA,"AL","Dale County"
1,9323,8297,NA,"AL","Dale County"
1,9324,5,NA,"AL","Dale County"
1,9332,244,NA,"AL","Dale County"
1,9823,46993,NA,"AL","Dale County"
1,6006,612,NA,"AL","Dallas County"
1,6012,3594,NA,"AL","Dallas County"
1,6014,3728,NA,"AL","Dallas County"
1,6015,11095,NA,"AL","Dallas County"
1,6055,41,NA,"AL","Dallas County"
1,6056,13464,NA,"AL","Dallas County"
1,6108,169,NA,"AL","Dallas County"
1,6109,337,NA,"AL","Dallas County"
1,6111,57301,NA,"AL","Dallas County"
1,6112,125501,NA,"AL","Dallas County"
1,6113,212756,NA,"AL","Dallas County"
1,6186,693,NA,"AL","Dallas County"
1,6222,93,NA,"AL","Dallas County"
1,6310,61,NA,"AL","Dallas County"
1,6356,66,NA,"AL","Dallas County"
1,6357,49,NA,"AL","Dallas County"
1,6414,3510,NA,"AL","Dallas County"
1,6415,129,NA,"AL","Dallas County"
1,6511,38,NA,"AL","Dallas County"
1,6512,19,NA,"AL","Dallas County"
1,6513,2934,NA,"AL","Dallas County"
1,6586,2926,NA,"AL","Dallas County"
1,7191,40959,NA,"AL","Dallas County"
1,7192,8986,NA,"AL","Dallas County"
1,7193,16703,NA,"AL","Dallas County"
1,7195,1882,NA,"AL","Dallas County"
1,7196,184,NA,"AL","Dallas County"
1,7197,1492,NA,"AL","Dallas County"
1,7198,676,NA,"AL","Dallas County"
1,7199,319,NA,"AL","Dallas County"
1,7200,2486,NA,"AL","Dallas County"
1,7292,70957,NA,"AL","Dallas County"
1,7295,474,NA,"AL","Dallas County"
1,7296,13396,NA,"AL","Dallas County"
1,7297,5977,NA,"AL","Dallas County"
1,7298,2762,NA,"AL","Dallas County"
1,7299,119680,NA,"AL","Dallas County"
1,7915,4661,NA,"AL","Dallas County"
1,7916,10007,NA,"AL","Dallas County"
1,7917,16782,NA,"AL","Dallas County"
1,7918,13252,NA,"AL","Dallas County"
1,7919,10096,NA,"AL","Dallas County"
1,7935,87,NA,"AL","Dallas County"
1,7936,5115,NA,"AL","Dallas County"
1,7937,113249,NA,"AL","Dallas County"
1,7938,1522,NA,"AL","Dallas County"
1,7939,13962,NA,"AL","Dallas County"
1,7954,47,NA,"AL","Dallas County"
1,7957,4941,NA,"AL","Dallas County"
1,7958,2,NA,"AL","Dallas County"
1,7959,69,NA,"AL","Dallas County"
1,7990,1112,NA,"AL","Dallas County"
1,7993,258,NA,"AL","Dallas County"
1,7994,156397,NA,"AL","Dallas County"
1,7995,1744,NA,"AL","Dallas County"
1,7996,4313,NA,"AL","Dallas County"
1,7997,279013,NA,"AL","Dallas County"
1,7998,2126,NA,"AL","Dallas County"
1,7999,12,NA,"AL","Dallas County"
1,9319,7183,NA,"AL","Dallas County"
1,9320,1288,NA,"AL","Dallas County"
1,9321,650238,NA,"AL","Dallas County"
1,9322,781193,NA,"AL","Dallas County"
1,9323,3915,NA,"AL","Dallas County"
1,9324,103,NA,"AL","Dallas County"
1,9332,1,NA,"AL","Dallas County"
1,9823,63382,NA,"AL","Dallas County"
1,6028,602885,NA,"AL","DeKalb County"
1,6030,9,NA,"AL","DeKalb County"
1,6033,1215,NA,"AL","DeKalb County"
1,6034,130990,NA,"AL","DeKalb County"
1,6047,2,NA,"AL","DeKalb County"
1,6053,35563,NA,"AL","DeKalb County"
1,6055,86309,NA,"AL","DeKalb County"
1,6056,4839,NA,"AL","DeKalb County"
1,6103,19919,NA,"AL","DeKalb County"
1,6176,85,NA,"AL","DeKalb County"
1,6196,572,NA,"AL","DeKalb County"
1,6199,35,NA,"AL","DeKalb County"
1,6212,7,NA,"AL","DeKalb County"
1,6227,55,NA,"AL","DeKalb County"
1,6228,1,NA,"AL","DeKalb County"
1,6230,7,NA,"AL","DeKalb County"
1,6356,85537,NA,"AL","DeKalb County"
1,6357,81333,NA,"AL","DeKalb County"
1,7191,17705,NA,"AL","DeKalb County"
1,7192,4292,NA,"AL","DeKalb County"
1,7193,22353,NA,"AL","DeKalb County"
1,7195,571,NA,"AL","DeKalb County"
1,7197,91,NA,"AL","DeKalb County"
1,7198,358,NA,"AL","DeKalb County"
1,7199,55,NA,"AL","DeKalb County"
1,7200,1861,NA,"AL","DeKalb County"
1,7292,15351,NA,"AL","DeKalb County"
1,7295,432,NA,"AL","DeKalb County"
1,7296,23613,NA,"AL","DeKalb County"
1,7297,10143,NA,"AL","DeKalb County"
1,7298,3923,NA,"AL","DeKalb County"
1,7299,99652,NA,"AL","DeKalb County"
1,7905,6239,NA,"AL","DeKalb County"
1,7906,8147,NA,"AL","DeKalb County"
1,7907,14229,NA,"AL","DeKalb County"
1,7908,53807,NA,"AL","DeKalb County"
1,7909,7667,NA,"AL","DeKalb County"
1,7935,20608,NA,"AL","DeKalb County"
1,7936,7775,NA,"AL","DeKalb County"
1,7937,16422,NA,"AL","DeKalb County"
1,7938,2525,NA,"AL","DeKalb County"
1,7939,30405,NA,"AL","DeKalb County"
1,7954,87,NA,"AL","DeKalb County"
1,7957,3539,NA,"AL","DeKalb County"
1,7958,5,NA,"AL","DeKalb County"
1,7959,21,NA,"AL","DeKalb County"
1,7970,118,NA,"AL","DeKalb County"
1,7973,2493,NA,"AL","DeKalb County"
1,7974,134273,NA,"AL","DeKalb County"
1,7975,9769,NA,"AL","DeKalb County"
1,7976,595,NA,"AL","DeKalb County"
1,7977,543881,NA,"AL","DeKalb County"
1,7978,289,NA,"AL","DeKalb County"
1,9312,3101,NA,"AL","DeKalb County"
1,9314,32,NA,"AL","DeKalb County"
1,9315,6371,NA,"AL","DeKalb County"
1,9317,200,NA,"AL","DeKalb County"
1,9318,245,NA,"AL","DeKalb County"
1,9320,2086,NA,"AL","DeKalb County"
1,9321,22342,NA,"AL","DeKalb County"
1,9322,53093,NA,"AL","DeKalb County"
1,9323,1732,NA,"AL","DeKalb County"
1,9324,130,NA,"AL","DeKalb County"
1,9817,23627,NA,"AL","DeKalb County"
1,9823,18139,NA,"AL","DeKalb County"
1,6006,1036,NA,"AL","Elmore County"
1,6012,5634,NA,"AL","Elmore County"
1,6014,351,NA,"AL","Elmore County"
1,6015,908,NA,"AL","Elmore County"
1,6034,23944,NA,"AL","Elmore County"
1,6053,105,NA,"AL","Elmore County"
1,6054,64279,NA,"AL","Elmore County"
1,6055,653,NA,"AL","Elmore County"
1,6056,18390,NA,"AL","Elmore County"
1,6111,1897,NA,"AL","Elmore County"
1,6112,34476,NA,"AL","Elmore County"
1,6113,52391,NA,"AL","Elmore County"
1,6115,103,NA,"AL","Elmore County"
1,6199,3,NA,"AL","Elmore County"
1,6222,41,NA,"AL","Elmore County"
1,6232,1,NA,"AL","Elmore County"
1,6310,12,NA,"AL","Elmore County"
1,6356,554,NA,"AL","Elmore County"
1,6357,184,NA,"AL","Elmore County"
1,6414,1393,NA,"AL","Elmore County"
1,6415,3,NA,"AL","Elmore County"
1,6506,27,NA,"AL","Elmore County"
1,6511,5,NA,"AL","Elmore County"
1,6512,1,NA,"AL","Elmore County"
1,6513,1246,NA,"AL","Elmore County"
1,7191,31864,NA,"AL","Elmore County"
1,7192,5590,NA,"AL","Elmore County"
1,7193,23916,NA,"AL","Elmore County"
1,7195,587,NA,"AL","Elmore County"
1,7196,43,NA,"AL","Elmore County"
1,7197,112,NA,"AL","Elmore County"
1,7198,1484,NA,"AL","Elmore County"
1,7199,124,NA,"AL","Elmore County"
1,7200,9196,NA,"AL","Elmore County"
1,7292,101687,NA,"AL","Elmore County"
1,7295,689,NA,"AL","Elmore County"
1,7296,24482,NA,"AL","Elmore County"
1,7297,7842,NA,"AL","Elmore County"
1,7298,2046,NA,"AL","Elmore County"
1,7299,75360,NA,"AL","Elmore County"
1,7905,334,NA,"AL","Elmore County"
1,7906,10280,NA,"AL","Elmore County"
1,7907,2638,NA,"AL","Elmore County"
1,7908,4226,NA,"AL","Elmore County"
1,7909,3505,NA,"AL","Elmore County"
1,7915,2446,NA,"AL","Elmore County"
1,7916,8686,NA,"AL","Elmore County"
1,7917,11586,NA,"AL","Elmore County"
1,7918,15896,NA,"AL","Elmore County"
1,7919,12950,NA,"AL","Elmore County"
1,7930,1,NA,"AL","Elmore County"
1,7932,587,NA,"AL","Elmore County"
1,7933,3,NA,"AL","Elmore County"
1,7934,47,NA,"AL","Elmore County"
1,7935,2813,NA,"AL","Elmore County"
1,7936,13026,NA,"AL","Elmore County"
1,7937,390237,NA,"AL","Elmore County"
1,7938,2219,NA,"AL","Elmore County"
1,7939,32331,NA,"AL","Elmore County"
1,7954,31,NA,"AL","Elmore County"
1,7957,5111,NA,"AL","Elmore County"
1,7958,1,NA,"AL","Elmore County"
1,7959,206,NA,"AL","Elmore County"
1,7970,7,NA,"AL","Elmore County"
1,7973,11,NA,"AL","Elmore County"
1,7974,318,NA,"AL","Elmore County"
1,7975,53,NA,"AL","Elmore County"
1,7976,1034,NA,"AL","Elmore County"
1,7977,26459,NA,"AL","Elmore County"
1,7990,75,NA,"AL","Elmore County"
1,7993,41,NA,"AL","Elmore County"
1,7994,75126,NA,"AL","Elmore County"
1,7995,126,NA,"AL","Elmore County"
1,7996,58796,NA,"AL","Elmore County"
1,7997,94534,NA,"AL","Elmore County"
1,7998,257,NA,"AL","Elmore County"
1,7999,2,NA,"AL","Elmore County"
1,9319,1728,NA,"AL","Elmore County"
1,9320,897,NA,"AL","Elmore County"
1,9321,239273,NA,"AL","Elmore County"
1,9322,355792,NA,"AL","Elmore County"
1,9323,842,NA,"AL","Elmore County"
1,9324,54,NA,"AL","Elmore County"
1,9823,18391,NA,"AL","Elmore County"
1,6006,350155,NA,"AL","Escambia County"
1,6007,29,NA,"AL","Escambia County"
1,6010,1633,NA,"AL","Escambia County"
1,6012,27425,NA,"AL","Escambia County"
1,6014,11660,NA,"AL","Escambia County"
1,6108,2153,NA,"AL","Escambia County"
1,6109,650,NA,"AL","Escambia County"
1,6110,63,NA,"AL","Escambia County"
1,6111,96303,NA,"AL","Escambia County"
1,6112,73717,NA,"AL","Escambia County"
1,6113,110829,NA,"AL","Escambia County"
1,6222,701,NA,"AL","Escambia County"
1,6224,133,NA,"AL","Escambia County"
1,6310,99,NA,"AL","Escambia County"
1,6414,4538,NA,"AL","Escambia County"
1,6415,106,NA,"AL","Escambia County"
1,6511,169,NA,"AL","Escambia County"
1,6512,24,NA,"AL","Escambia County"
1,6513,1950,NA,"AL","Escambia County"
1,7191,52887,NA,"AL","Escambia County"
1,7192,9002,NA,"AL","Escambia County"
1,7193,15404,NA,"AL","Escambia County"
1,7195,14002,NA,"AL","Escambia County"
1,7196,799,NA,"AL","Escambia County"
1,7197,955,NA,"AL","Escambia County"
1,7198,1481,NA,"AL","Escambia County"
1,7199,346,NA,"AL","Escambia County"
1,7200,3067,NA,"AL","Escambia County"
1,7292,20467,NA,"AL","Escambia County"
1,7295,2782,NA,"AL","Escambia County"
1,7296,17064,NA,"AL","Escambia County"
1,7297,5281,NA,"AL","Escambia County"
1,7298,1733,NA,"AL","Escambia County"
1,7299,56640,NA,"AL","Escambia County"
1,7915,1197,NA,"AL","Escambia County"
1,7916,18369,NA,"AL","Escambia County"
1,7917,7475,NA,"AL","Escambia County"
1,7918,17718,NA,"AL","Escambia County"
1,7919,16620,NA,"AL","Escambia County"
1,7935,740,NA,"AL","Escambia County"
1,7936,7555,NA,"AL","Escambia County"
1,7937,46724,NA,"AL","Escambia County"
1,7938,5935,NA,"AL","Escambia County"
1,7939,23971,NA,"AL","Escambia County"
1,7954,52,NA,"AL","Escambia County"
1,7955,3,NA,"AL","Escambia County"
1,7957,3289,NA,"AL","Escambia County"
1,7958,6,NA,"AL","Escambia County"
1,7959,65,NA,"AL","Escambia County"
1,7990,430,NA,"AL","Escambia County"
1,7992,1,NA,"AL","Escambia County"
1,7993,2,NA,"AL","Escambia County"
1,7994,240328,NA,"AL","Escambia County"
1,7995,11727,NA,"AL","Escambia County"
1,7996,4480,NA,"AL","Escambia County"
1,7997,70654,NA,"AL","Escambia County"
1,7998,223,NA,"AL","Escambia County"
1,9319,1001,NA,"AL","Escambia County"
1,9320,432,NA,"AL","Escambia County"
1,9321,172723,NA,"AL","Escambia County"
1,9322,1089842,NA,"AL","Escambia County"
1,9323,12968,NA,"AL","Escambia County"
1,9324,110,NA,"AL","Escambia County"
1,9332,810,NA,"AL","Escambia County"
1,9823,86540,NA,"AL","Escambia County"
1,6028,200424,NA,"AL","Etowah County"
1,6033,1869,NA,"AL","Etowah County"
1,6034,123670,NA,"AL","Etowah County"
1,6053,69540,NA,"AL","Etowah County"
1,6055,53880,NA,"AL","Etowah County"
1,6056,4683,NA,"AL","Etowah County"
1,6103,51983,NA,"AL","Etowah County"
1,6176,218,NA,"AL","Etowah County"
1,6196,651,NA,"AL","Etowah County"
1,6199,41,NA,"AL","Etowah County"
1,6212,43,NA,"AL","Etowah County"
1,6227,118,NA,"AL","Etowah County"
1,6228,213,NA,"AL","Etowah County"
1,6230,227,NA,"AL","Etowah County"
1,6305,4,NA,"AL","Etowah County"
1,6356,87827,NA,"AL","Etowah County"
1,6357,44615,NA,"AL","Etowah County"
1,7191,19912,NA,"AL","Etowah County"
1,7192,5048,NA,"AL","Etowah County"
1,7193,19918,NA,"AL","Etowah County"
1,7195,682,NA,"AL","Etowah County"
1,7198,101,NA,"AL","Etowah County"
1,7199,46,NA,"AL","Etowah County"
1,7200,1031,NA,"AL","Etowah County"
1,7292,45747,NA,"AL","Etowah County"
1,7295,260,NA,"AL","Etowah County"
1,7296,48085,NA,"AL","Etowah County"
1,7297,14724,NA,"AL","Etowah County"
1,7298,7969,NA,"AL","Etowah County"
1,7299,100008,NA,"AL","Etowah County"
1,7905,5380,NA,"AL","Etowah County"
1,7906,18178,NA,"AL","Etowah County"
1,7907,17509,NA,"AL","Etowah County"
1,7908,41613,NA,"AL","Etowah County"
1,7909,12089,NA,"AL","Etowah County"
1,7935,22067,NA,"AL","Etowah County"
1,7936,11048,NA,"AL","Etowah County"
1,7937,122399,NA,"AL","Etowah County"
1,7938,1738,NA,"AL","Etowah County"
1,7939,24610,NA,"AL","Etowah County"
1,7954,116,NA,"AL","Etowah County"
1,7957,12732,NA,"AL","Etowah County"
1,7958,1,NA,"AL","Etowah County"
1,7959,71,NA,"AL","Etowah County"
1,7970,1,NA,"AL","Etowah County"
1,7973,2,NA,"AL","Etowah County"
1,7974,56409,NA,"AL","Etowah County"
1,7975,148,NA,"AL","Etowah County"
1,7976,17074,NA,"AL","Etowah County"
1,7977,179561,NA,"AL","Etowah County"
1,9320,10557,NA,"AL","Etowah County"
1,9321,46997,NA,"AL","Etowah County"
1,9322,72130,NA,"AL","Etowah County"
1,9323,916,NA,"AL","Etowah County"
1,9324,141,NA,"AL","Etowah County"
1,9817,2039,NA,"AL","Etowah County"
1,9823,8929,NA,"AL","Etowah County"
1,6012,1668,NA,"AL","Fayette County"
1,6015,6630,NA,"AL","Fayette County"
1,6028,151701,NA,"AL","Fayette County"
1,6034,65741,NA,"AL","Fayette County"
1,6053,2598,NA,"AL","Fayette County"
1,6055,48882,NA,"AL","Fayette County"
1,6056,183951,NA,"AL","Fayette County"
1,6103,11591,NA,"AL","Fayette County"
1,6110,192,NA,"AL","Fayette County"
1,6113,102518,NA,"AL","Fayette County"
1,6196,260,NA,"AL","Fayette County"
1,6199,24,NA,"AL","Fayette County"
1,6222,7,NA,"AL","Fayette County"
1,6356,25374,NA,"AL","Fayette County"
1,6357,36536,NA,"AL","Fayette County"
1,6414,2285,NA,"AL","Fayette County"
1,6415,28,NA,"AL","Fayette County"
1,6510,55,NA,"AL","Fayette County"
1,6511,6,NA,"AL","Fayette County"
1,6514,15,NA,"AL","Fayette County"
1,7191,57403,NA,"AL","Fayette County"
1,7192,12948,NA,"AL","Fayette County"
1,7193,39845,NA,"AL","Fayette County"
1,7195,376,NA,"AL","Fayette County"
1,7196,152,NA,"AL","Fayette County"
1,7197,26,NA,"AL","Fayette County"
1,7198,522,NA,"AL","Fayette County"
1,7199,88,NA,"AL","Fayette County"
1,7200,2497,NA,"AL","Fayette County"
1,7292,9478,NA,"AL","Fayette County"
1,7295,952,NA,"AL","Fayette County"
1,7296,4216,NA,"AL","Fayette County"
1,7297,1584,NA,"AL","Fayette County"
1,7298,699,NA,"AL","Fayette County"
1,7299,57737,NA,"AL","Fayette County"
1,7905,871,NA,"AL","Fayette County"
1,7906,4244,NA,"AL","Fayette County"
1,7907,2608,NA,"AL","Fayette County"
1,7908,3302,NA,"AL","Fayette County"
1,7909,2025,NA,"AL","Fayette County"
1,7915,3499,NA,"AL","Fayette County"
1,7916,4723,NA,"AL","Fayette County"
1,7917,13140,NA,"AL","Fayette County"
1,7918,5166,NA,"AL","Fayette County"
1,7919,5095,NA,"AL","Fayette County"
1,7932,4,NA,"AL","Fayette County"
1,7934,5,NA,"AL","Fayette County"
1,7935,2508,NA,"AL","Fayette County"
1,7936,1674,NA,"AL","Fayette County"
1,7937,46779,NA,"AL","Fayette County"
1,7938,1420,NA,"AL","Fayette County"
1,7939,13338,NA,"AL","Fayette County"
1,7952,2,NA,"AL","Fayette County"
1,7954,59,NA,"AL","Fayette County"
1,7957,932,NA,"AL","Fayette County"
1,7959,4,NA,"AL","Fayette County"
1,7974,2217,NA,"AL","Fayette County"
1,7975,2,NA,"AL","Fayette County"
1,7976,450,NA,"AL","Fayette County"
1,7977,13934,NA,"AL","Fayette County"
1,7994,29258,NA,"AL","Fayette County"
1,7995,20,NA,"AL","Fayette County"
1,7996,5440,NA,"AL","Fayette County"
1,7997,42362,NA,"AL","Fayette County"
1,9320,5748,NA,"AL","Fayette County"
1,9321,217621,NA,"AL","Fayette County"
1,9322,514794,NA,"AL","Fayette County"
1,9323,3326,NA,"AL","Fayette County"
1,9324,61,NA,"AL","Fayette County"
1,9823,39863,NA,"AL","Fayette County"
1,6015,10111,NA,"AL","Franklin County"
1,6028,85314,NA,"AL","Franklin County"
1,6034,52131,NA,"AL","Franklin County"
1,6053,47770,NA,"AL","Franklin County"
1,6055,31801,NA,"AL","Franklin County"
1,6056,416388,NA,"AL","Franklin County"
1,6103,24566,NA,"AL","Franklin County"
1,6110,645,NA,"AL","Franklin County"
1,6113,7810,NA,"AL","Franklin County"
1,6196,93,NA,"AL","Franklin County"
1,6199,69,NA,"AL","Franklin County"
1,6222,94,NA,"AL","Franklin County"
1,6305,597,NA,"AL","Franklin County"
1,6310,19,NA,"AL","Franklin County"
1,6356,26196,NA,"AL","Franklin County"
1,6357,14621,NA,"AL","Franklin County"
1,6414,963,NA,"AL","Franklin County"
1,6415,3,NA,"AL","Franklin County"
1,6503,1,NA,"AL","Franklin County"
1,6510,570,NA,"AL","Franklin County"
1,6514,79,NA,"AL","Franklin County"
1,7191,36987,NA,"AL","Franklin County"
1,7192,5090,NA,"AL","Franklin County"
1,7193,14304,NA,"AL","Franklin County"
1,7195,179,NA,"AL","Franklin County"
1,7196,4,NA,"AL","Franklin County"
1,7197,48,NA,"AL","Franklin County"
1,7198,994,NA,"AL","Franklin County"
1,7199,205,NA,"AL","Franklin County"
1,7200,8164,NA,"AL","Franklin County"
1,7292,37210,NA,"AL","Franklin County"
1,7295,1093,NA,"AL","Franklin County"
1,7296,15583,NA,"AL","Franklin County"
1,7297,5964,NA,"AL","Franklin County"
1,7298,1693,NA,"AL","Franklin County"
1,7299,64568,NA,"AL","Franklin County"
1,7905,3689,NA,"AL","Franklin County"
1,7906,2077,NA,"AL","Franklin County"
1,7907,1385,NA,"AL","Franklin County"
1,7908,7087,NA,"AL","Franklin County"
1,7909,2474,NA,"AL","Franklin County"
1,7915,5766,NA,"AL","Franklin County"
1,7916,2503,NA,"AL","Franklin County"
1,7917,8865,NA,"AL","Franklin County"
1,7918,6642,NA,"AL","Franklin County"
1,7919,3574,NA,"AL","Franklin County"
1,7930,4355,NA,"AL","Franklin County"
1,7931,423,NA,"AL","Franklin County"
1,7932,12774,NA,"AL","Franklin County"
1,7933,360,NA,"AL","Franklin County"
1,7934,2164,NA,"AL","Franklin County"
1,7935,3259,NA,"AL","Franklin County"
1,7936,1950,NA,"AL","Franklin County"
1,7937,30227,NA,"AL","Franklin County"
1,7938,1172,NA,"AL","Franklin County"
1,7939,14467,NA,"AL","Franklin County"
1,7952,118,NA,"AL","Franklin County"
1,7954,12,NA,"AL","Franklin County"
1,7957,439,NA,"AL","Franklin County"
1,7959,10,NA,"AL","Franklin County"
1,7974,20544,NA,"AL","Franklin County"
1,7975,4788,NA,"AL","Franklin County"
1,7977,122295,NA,"AL","Franklin County"
1,7994,26022,NA,"AL","Franklin County"
1,7995,603,NA,"AL","Franklin County"
1,7996,103,NA,"AL","Franklin County"
1,7997,97653,NA,"AL","Franklin County"
1,9320,2177,NA,"AL","Franklin County"
1,9321,134788,NA,"AL","Franklin County"
1,9322,375900,NA,"AL","Franklin County"
1,9323,3516,NA,"AL","Franklin County"
1,9324,55,NA,"AL","Franklin County"
1,9823,47024,NA,"AL","Franklin County"
1,6006,36535,NA,"AL","Geneva County"
1,6007,63,NA,"AL","Geneva County"
1,6010,28,NA,"AL","Geneva County"
1,6012,17115,NA,"AL","Geneva County"
